Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Unit Price,Unit Cost,Quantity,Discount,Sales,Profit
2854,CA-2016-136371,3/19/2016,3/21/2016,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572,East,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,4,0,14,4.76
2855,CA-2017-137344,8/20/2017,8/20/2017,Same Day,EM-13810,Eleni McCrary,Corporate,United States,Franklin,Massachusetts,2038,East,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,3,0,15.6,5.15
2856,CA-2017-169810,7/25/2017,7/31/2017,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Sioux Falls,South Dakota,57103,Central,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,7,0,29.4,10.58
2857,CA-2016-128594,8/26/2016,8/29/2016,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037,West,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,4,0.2,9.28,2.13
2858,CA-2016-154690,8/15/2016,8/17/2016,Second Class,CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,28314,South,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,2,0.2,8.8,3.34
2859,CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,4,0,11.6,3.36
2860,CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,3,0,14.4,5.33
2861,CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,9,0,28.8,9.5
2862,CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,7,0,11.2,3.14
2863,CA-2017-106537,8/12/2017,8/17/2017,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Orlando,Florida,32839,South,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,4,0.2,13.44,4.3
2864,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,3,0,15.6,5.46
2865,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,7,0,18.2,5.64
2866,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,3,0,7.8,2.42
2867,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,4,0,11.6,3.36
2868,CA-2016-115588,11/10/2016,11/12/2016,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615,East,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,5,0.2,13.6,3.94
2869,CA-2016-115588,11/10/2016,11/12/2016,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615,East,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,3,0.2,8.4,2.52
2870,CA-2017-143861,6/12/2017,6/19/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,33710,South,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,2,0.2,5.44,1.58
2871,CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705,West,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,3,0.2,21.36,8.33
2872,CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705,West,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,3,0.2,13.2,4.75
2873,CA-2017-135167,6/15/2017,6/20/2017,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,90036,West,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,1,0,2.9,0.84
2874,CA-2017-137022,11/16/2017,11/22/2017,Standard Class,SW-20275,Scott Williamson,Consumer,United States,San Diego,California,92105,West,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,8,0,23.2,6.73
2875,US-2017-102638,12/29/2017,12/31/2017,First Class,MC-17845,Michael Chen,Consumer,United States,New York City,New York,10035,East,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,3,0,6.6,2.11
2876,US-2016-167339,1/21/2016,1/23/2016,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037,West,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,2,0.2,2.88,0.75
2877,US-2016-167339,1/21/2016,1/23/2016,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037,West,CHO-MLK-002,Chocolate,Milk Chocolate,Almond Chocolate,4.6,2.81,7,0.2,25.76,9.02
2878,CA-2016-152072,1/15/2016,1/19/2016,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,2,0,8.4,2.94
2879,CA-2016-152072,1/15/2016,1/19/2016,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,2,0,5.8,1.62
2880,CA-2016-152072,1/15/2016,1/19/2016,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,3,0,5.4,1.57
2881,CA-2016-102932,9/19/2016,9/23/2016,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050,East,CHO-MLK-002,Chocolate,Milk Chocolate,Almond Chocolate,4.6,2.81,6,0,27.6,10.49
2882,CA-2016-102932,9/19/2016,9/23/2016,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050,East,CHO-MLK-002,Chocolate,Milk Chocolate,Almond Chocolate,4.6,2.81,3,0,13.8,5.24
2883,CA-2014-165540,2/21/2014,2/25/2014,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098,Central,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,5,0.8,2.2,0.35
2884,CA-2016-130799,11/11/2016,11/16/2016,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,4,0,16.8,6.05
2885,CA-2016-164483,1/30/2016,2/3/2016,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,2,0.2,5.6,1.68
2886,US-2016-159856,10/18/2016,10/22/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tempe,Arizona,85281,West,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,5,0.2,22,8.36
2887,CA-2017-102099,12/18/2017,12/19/2017,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,West,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,3,0,10.2,3.37
2888,CA-2017-102099,12/18/2017,12/19/2017,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,West,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,2,0,10.4,3.64
2889,CA-2017-102099,12/18/2017,12/19/2017,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,West,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,5,0,19,7.22
2890,CA-2017-164049,11/2/2017,11/6/2017,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Seattle,Washington,98105,West,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,5,0,27.5,11
2891,CA-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,2,0,5.6,1.9
2892,CA-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,3,0,10.5,3.57
2893,CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,2,0,8.4,2.86
2894,CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,5,0,17,5.27
2895,CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,11,0,52.8,18.48
2896,CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,3,0,14.4,5.47
2897,CA-2014-169033,3/30/2014,4/3/2014,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Long Beach,New York,11561,East,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,5,0,14,4.76
2898,US-2016-164630,1/4/2016,1/9/2016,Standard Class,EB-13975,Erica Bern,Corporate,United States,Charlotte,North Carolina,28205,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,4,0.2,16.64,4.83
2899,US-2015-114839,4/26/2015,4/30/2015,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Houston,Texas,77036,Central,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,2,0.3,2.52,0.6
2900,CA-2015-166464,9/12/2015,9/17/2015,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035,East,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,2,0.2,5.12,1.59
2901,CA-2015-166464,9/12/2015,9/17/2015,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035,East,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,4,0,11.2,3.81
2902,CA-2017-124898,9/11/2017,9/15/2017,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,31907,South,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,7,0,62.3,27.41
2903,CA-2016-164035,6/12/2016,6/17/2016,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610,Central,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,5,0.2,14,4.2
2904,CA-2016-153577,6/27/2016,7/1/2016,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035,Central,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,7,0.2,14.56,3.64
2905,CA-2016-153577,6/27/2016,7/1/2016,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035,Central,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,3,0.3,5.88,1.53
2906,CA-2014-127586,9/26/2014,9/30/2014,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,98115,West,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,2,0,3.2,0.86
2907,CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,2,0,5.2,1.61
2908,CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,5,0,24,8.88
2909,CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,3,0,8.7,2.52
2910,CA-2017-166415,2/19/2017,2/23/2017,Standard Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98103,West,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,3,0,9.6,3.17
2911,CA-2015-118444,11/5/2015,11/9/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Coral Springs,Florida,33065,South,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,4,0.2,8.96,2.69
2912,CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550,East,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,5,0,11,3.52
2913,CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550,East,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,4,0,16.8,6.05
2914,CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550,East,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,3,0.2,8.4,2.52
2915,CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060,Central,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,3,0,8.7,2.52
2916,CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060,Central,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,2,0,5.8,1.68
2917,CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060,Central,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,4,0,22,9.24
2918,CA-2017-155047,8/27/2017,8/30/2017,First Class,SE-20110,Sanjit Engle,Consumer,United States,Dallas,Texas,75220,Central,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,1,0.2,1.2,0.29
2919,CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,5,0.2,8.8,2.29
2920,CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,2,0.2,3.52,0.92
2921,CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,7,0.2,29.12,8.44
2922,CA-2017-164329,1/30/2017,1/30/2017,Same Day,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,94109,West,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,2,0,17.8,8.01
2923,US-2015-141453,11/30/2015,12/3/2015,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Austin,Texas,78745,Central,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,3,0.8,2.04,0.33
2924,CA-2014-156993,6/28/2014,7/4/2014,Standard Class,RW-19630,Rob Williams,Corporate,United States,Detroit,Michigan,48234,Central,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,1,0,3.8,1.37
2925,CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601,East,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,1,0,1.5,0.42
2926,CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601,East,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,1,0,1.6,0.45
2927,CA-2017-128629,7/10/2017,7/14/2017,Second Class,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,3,0,26.7,12.02
2928,CA-2017-158106,6/4/2017,6/10/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Apple Valley,Minnesota,55124,Central,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,3,0,4.5,1.26
2929,US-2017-120390,10/19/2017,10/26/2017,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Burlington,North Carolina,27217,South,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,4,0.7,1.8,0.23
2930,CA-2017-143434,11/18/2017,11/24/2017,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Saginaw,Michigan,48601,Central,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,4,0,8.8,2.73
2931,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,2,0.2,8.8,3.34
2932,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,2,0.2,7.68,2.53
2933,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,1,0.2,7.12,2.92
2934,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,1,0.2,4.4,1.67
2935,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,3,0.2,6.96,1.74
2936,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,1,0,4.8,1.78
2937,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,7,0.2,30.8,11.7
2938,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,7,0,22.4,7.39
2939,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,5,0,13,4.03
2940,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,3,0.2,8.16,2.37
2941,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,1,0,5.2,1.72
2942,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,7,0,33.6,11.76
2943,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,3,0,4.5,1.17
2944,CA-2017-126242,11/19/2017,11/24/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,9,0,34.2,13
2945,CA-2017-126242,11/19/2017,11/24/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,1,0,1.5,0.42
2946,CA-2016-166443,11/4/2016,11/5/2016,First Class,LH-17020,Lisa Hazard,Consumer,United States,San Francisco,California,94122,West,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,7,0,29.4,10.58
2947,CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,3,0,12.6,4.41
2948,CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,14,0.2,35.84,10.04
2949,CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,5,0,26,8.84
2950,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,4,0.2,13.44,4.17
2951,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,5,0.2,16.8,5.21
2952,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,2,0.2,4.48,1.3
2953,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,2,0.2,7.68,2.69
2954,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,2,0.2,4.64,1.11
2955,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,CND-LOP-001,Candy,Lollipop,Strawberry Lollipop,1.5,1.08,2,0.2,2.4,0.55
2956,CA-2016-153353,8/18/2016,8/24/2016,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,New York City,New York,10035,East,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,1,0,2.6,0.75
2957,CA-2017-123638,6/27/2017,7/4/2017,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Watertown,New York,13601,East,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,3,0.1,24.03,10.09
2958,CA-2017-168900,5/4/2017,5/9/2017,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,45503,East,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,1,0.7,1.05,0.21
2959,CA-2015-158456,12/24/2015,12/29/2015,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032,West,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,4,0.2,16.64,5.16
2960,CA-2015-158456,12/24/2015,12/29/2015,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032,West,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,4,0,20.8,7.28
2961,CA-2017-143665,4/26/2017,5/1/2017,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98115,West,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,3,0,10.5,3.47
2962,CA-2017-143665,4/26/2017,5/1/2017,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98115,West,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,8,0,22.4,7.39
2963,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,2,0.2,3.52,0.92
2964,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,2,0.2,8.8,3.17
2965,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,5,0.2,12.8,3.46
2966,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,2,0,17.8,7.65
2967,CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,6,0.6,4.32,0.78
2968,CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,4,0.2,8.96,2.69
2969,CA-2017-167941,11/6/2017,11/9/2017,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,3,0.2,6.24,1.68
